input;end_label
Klient: Meine mama sind ist alleine, sie ist alleine und sie hat viele Probleme  weil wir sind Christ Christian.;non_advance
"Berater: müsst ich ihnen eine sogenannte fiktiOn geben. das ist auch so ein kärtchen für drei
mOnate mIt arbeitserlaubnis";non_advance
"Berater: habe ich gestern Angerufen der herr
sAlzberg sAzberg, der hat gesagt, ja ich brauche so die Arbeiterlaubnis";non_advance
Klient: und ich würde mich zum Ersten siebten in, auf diese nEue adrEsse anmelden.;non_advance
Berater: der rEchtsanwalt, der wird sich von mIch, von mIr nicht beEinflussen lassen;non_advance
Berater: Sie ihr Problem ist, dass sie dass sie ein andere Religion hat und Christin ist hm?;non_advance
Aber dazu haben wir keine  Ich kann dazu nichts sagen weil ich absolut keines Wissen dazu habe;non_advance
es geht dArum dass sie eine nIEderlassungserlaubnis beantragen wollen ne?;non_advance
hat ihr mAnn jetzt eine Anstellung gefunden eine Arbeit gefunden?;non_advance
Und wa  seit wann sind Sie in Deutschland?;non_advance
"Berater: wie grOß ist denn ihre famIlie?
wie viel kInder haben sie denn?";non_advance
Berater:Also Sie sind seit zweitausend dreizehn in Deutschland oder schon früher? Seit wann sind Sie in Deutschland?;non_advance
Berater: Und was haben Sie gesagt gut oder nicht gut?;non_advance
Berater: Was haben Sie angetragen? unbefristet? Haben Sie angemeldet oder wie?;non_advance
Berater: Und Ihre Frau  das muss ich jetzt auch noch mal verstehen und wo wohnt Ihre Frau noch mal? Entschuldigung das muss ich gleich noch mal  verstehen;non_advance
Berater: die Antworten liegen dann nach zirca vier wochen vor und dann müssten sie Uns wieder den pass bringen ja?;non_advance
Berater: Haben Sie irgendwie ein Druck, ein Problem oder so?;non_advance
Berater: Nein also, dass Sie zusammen  Sie können heiraten wen Sie wollen, das meine ich nicht aber ich möchte  ich möchte wissen ähm warum muss das so schnell  also warum muss das diese Woche sein, kann das auch in Dezember sein, das ist meine Frage. Kann das auch im Dezember sein?;non_advance
"Klient: rein theoretisch kann Ich das doch auch machen, oder?
";non_advance
Berater: Und Sie dürfen überall leben in Deutschland, Sie haben keine Wohnsitzauflage?;non_advance
 Berater: haben sie es geklÄrt oder?;non_advance
Berater: Und der Sohn geht schon zur Schule? Das Kind?;non_advance
Berater: die dame, gehört die zu ihnen gehört die zu Ihnen?;non_advance
"Berater: diesmal bestEhen wir aber, ne?
Klient: bitte?
Berater:: diesmal bestehen wir die prüfung.";non_advance
Berater: und das, Und das gEld, Und das geld, ok?;non_advance
Berater: haben sie gesagt es ist für einen pass?;non_advance
Berater: bleiben sie ruhig sitzen, wir sind noch nicht fertig, frau lao  mao;non_advance
Berater: wenn sie die zuverdienstgrenze für diese mona für diese vier monate überschreiten dann ist es ein problem;non_advance
Berater: und in der zwIschenzeit mach ich die tu ich den antrag von ihrer tochter fertig bearbeiten.;non_advance
"Berater: zehnte, von zehnte bis zwölfte
ja. vom vIerzehnten bis
 nee, vom zEhnten bis zwÖlften.";non_advance
Klient: Ich war gestern auch hier wegen die Besprechung wegen der Informatioǹ Aber Sie waren zu.;non_advance
Klient: aber das das diese bach diese erste bachelor hat nicht hier als bachelorstudium anerkannt;non_advance
"
Klient: es ist  ein bachelor zweiteilige bachelor war das
";non_advance
Berater: und wenn Sie geheiratet haben kann Ihre Frau dann Ihre zukunftige Frau einen Antrag stellen bei der Ausländerbehörde, dass sie nach Hamburg möchte, weil Sie hier leben.;non_advance
Klient: also da das habe ich mein fra das war meine frage;non_advance
Berater: haben sie auch was haben sie studiert?;non_advance
Berater: das ist das problem ist auch es wird von der es ce es ce es gesehen also von der studienbeihilfe stimmt das?;non_advance
Berater: Ansonsten braucht sie Arbeit um nach Hamburg zu kommen, verstehen Sie?;non_advance
 Berater: also das Problem ist, wenn Sie den Antrag stellen muss Hamburg bezahlen für Sie. Verstehen Sie sobald sie in Hamburg wohnt, muss Hamburg Sozialgeld, Unterkunft etcetera bezahlen.;non_advance
Berater: sie wissen ja wie meine telefonnummer ist nicht wahr?;non_advance
Berater: richtig, weil er der ehemann von meiner fr heutigen frau ist.;non_advance
Berater: und das muss beantragt werden über ihre bank und die  richt  leiten das weiter, diesen antrag;non_advance
Berater: es hilft ihnen ja ihre belastung zu reduzieren beziehungsweise, ihren eigenkapitaleinsatz nicht so hoch zu gestalten;non_advance
Berater: ich darf mal nachfragen sie haben vor, eine eigentumswohnung zu erwerben. oder?;non_advance
Berater: Deshalb wenn sie heiraten ist es mög  ist es sehr… ist es  hat sie einen Anspruch nach Hamburg zu kommen;non_advance
Berater: Und was haben Sie gemacht? was meinen Sie?;non_advance
Berater: denn da ist nämlich noch ga  ganz unklar ganz und gar nicht geklärt, wie das mit dem grund und boden dann wird;non_advance
Berater: Dann mach ich mal eine Kopie. Ich mach mal eine Kopie Ja?;non_advance
Berater: und dass die gefahr ist ja immer dass man sich vielleicht selber überschätzt,  beziehungsweise dass man auch durch öffentliche fördermittel die ja zum teil gewährt werden sich sehr schnell verfÜhren lässt;non_advance
Klient: gilt der zehn wEIter oder wird der auch für die vIErundneunzig fertiggestellten eigenheime  umge um  gilt der nicht mehr, gibt es übergangsregelungen?;non_advance
Klient: verwendung von umweltfreundlichen baumaterialien. wo kann man sich da oder niedrigs system, wo kann man sich  da erkundigen?;non_advance
Berater: Es sei denn, man arbeitet oder man hat geheiratet oder die Familie wohnt  also der Ehemann oder so wohnt woanders.;non_advance
Berater: Bevor Sie heiraten… brauchen Sie aber einen Pass, verstehen Sie was ich meine?;non_advance
Berater: wie groß ist denn dann ihr haushalt, wieviel personen sollen denn dann einziehen?;non_advance
Berater: ohne Pass können Sie nicht heiraten Ohne Pass läuft nix Ohne Pass kann auch ich nicht heiraten, Ok?;non_advance
Berater: das macht ja eine bank im am stück sie brauchen ja nicht mehrere institute;non_advance
Berater: im regelfall lohnen die sich nicht lohnt sich das nicht wenn man die so lange nachspart ne?;non_advance
Berater: wird der denn mit vermögenswirksamen leistungen bespart?  gehen die in den bausparvertrag?;non_advance
Berater: Was haben Sie gearbeitet in Afghanistan? Verkäufer Ladensverkäufer? Kaufze also Lebensmittelhandeln oder Kleidung?;non_advance
"Berater: kinder haben sie auch keine?
ich seh nichts gutes daran.
kinder haben sie auch keine?";non_advance
Berater: und wie lange spa besparen sie den schon mit hundert mark den bausparvertrag?;non_advance
Berater: wissen sie wie hoch ungefähr der kredit sein kreditbedarf sEIn wird den sie für modernisierung brauchen?;non_advance
Berater: das wären dreihundertfünf  sekunde. das wären dreihundertfünfzigtausend gesamtkosten;non_advance
Berater: und was heißt das eigentlich jetzt was sie sagten ein  das darlehen ein wie war das ein erst…?;non_advance
"Klient: dann  werd ich mich kündigen und werde mich kundigen und nicht mehr arbeiten
";non_advance
Klient: dann muss ich mich da an die a o ka wenden, oder wie?;non_advance
Berater: ich muss jetzt noch mal nachfragen, weil ich das akustisch hier nicht gAnz mitbekommen habe, das heißt, sie haben EInmal ein eigenes grundstück?;non_advance
Berater: aber sprechen sie ruhig mit mEhreren. instituten das heißt  gehen sie ruhig zu drei oder vier um sich verschiedene angebote machen zu lassen.;non_advance
"Klient: ja; wir haben sowieso also wir haben beide lebensversicherungen aber die sind ja erst jetzt  nach der wende abgeschlossen worden da kommt ja nichts raus.";non_advance
"Berater: sie haben en zustellbevollmächtigten,
das ist der rechtsanwalt hans birkemann in kiel richtig?";non_advance
Berater: wenn ich das grundstück in einen preis mit reinnehme, davon gehen dann hundertfünfzig,  also hunderfünfzigtausend wäre der kredit ne;non_advance
Berater: es hilft ihnen ja  ihre belastung zu reduzieren beziehungsweise ihren eigenkapitaleinsatz nicht so hoch zu gestalten;non_advance
Berater: und sie wollen ein häuschen bauen und dazu haben sie fragen. häuschen bauen möchte ich nicht. ich möchte grUndstück kaufen.;non_advance
 Berater: Antrag und so weiter is alles schon da, ne? Haben sie den Antrag bei uns schon abgegeben?  ;non_advance
Klient: ich möchte das halb und halb das heißt also halb auf krEdit und halb in bar;non_advance
Klient: wAs kann ich da an fördermitteln in anspruch nehmen beziehungsweise was kann ich da erhalten?;non_advance
Klient: ich beabsichtige in diesem jahr noch ein haus zu kaufen, ein zweifamilienhaus.;non_advance
es sind zwei daueraufträge 1115 und 190 franken den sollte man jetzt noch einmal zahlen dann für november und dann streichen.;advance
also ich schicke es ihnen sonst einfach per post dass sie nicht nochmals vorbeikommen müssen.;advance
eine andere frage eine limite kann man die mit der zeit auch abmachen?;advance
der untere teil das muss ich ihnen vielleicht noch schnell erklären.;advance
sie möchten gerne bei uns ein neues konto eröffnen, haben sie schon ein wenig informationen dazu bekommen?;advance
Klient: ich bin an den schalten gegangen und dann hat sie gesagt es geht nicht weil ich habe die haben irgendwie den ganzen tag den computer draussen gehabt heute;advance
okay, ich stelle ihnen das doch nochmals zu jetzt für strich 60 strich 2;advance
"Klient: nur bis dreißig, also- sechs monate.
";advance
hat denn sonst noch jemand vollmacht bei ihnen auf dem konto?;advance
wie lange geht das ganze prozedere?;advance
es geht um eine abschlussrechnung von einem konto von mir ich habe letzte woche mit einer kollegin von ihnen gesprochen.;advance
ja ja aber wer bezahlt mir jetzt die zwanzig franken?;advance
ich kann ihnen sonst wenn sie wollen kann ich ihnen ein beleg nach hause schicken wenn das ihnen nutzt;advance
das ist das datum von der wie sagt man das formular und ausführungsdatum war   zehnte zehnte;advance
okay, könnten sie mir das dann bitte schicken?;advance
wenn das so ist dann weil ich zahle immer ich lasse immer diese überweisung so für den zehnten zehnten und bis jetzt  habe ich kein problem gehabt.;advance
können sie mir schon ein stichwort geben worum es geht frau kathriner?;advance
das konto lautet auf ihren namen?;advance
ich habe bei ihnen ein privatkonto und wollte fragen ob seit august da zahlungen eingegangen sind?;advance
und könnten sie mir noch ein paar aktuelle kontobewegungen angeben zu ihrer sicherheit?;advance
das glaube ich nicht, weil ich habe gesehen die american express das wurde überwiesen;advance
kann es sein, dass das konto vielleicht zu dieser zeit zu stark im minus war, dass man warten musste bis der kontostand wieder gedeckt war?;advance
das ist ein betrag von achthundertvierundachzig franken fünfundsechzig;advance
geben sie mir einmal die kontonummer herr keller;advance
jetzt herr keller zur identifikation, könnten sie mir noch ein paar angaben machen zum konto- zum beispiel regelmässige ein oder ausgänge und vielleicht haben sie daueraufträge?;advance
haben sie noch einen lohn der aus konto kommt?;advance
herr kurz sie haben ein konto bei uns, ist das richtig?;advance
ja, das geht, sie müssen ihn einfach unterschreiben das ist wichtig und dann können sie ihn einschicken.;advance
wie schicke ich den am besten, einfach so normal oder eingeschrieben?;advance
ich muss normalerweise darauf dringen, dass sie die passpflicht erfüllen.;advance
kann ich ihm etwas ausrichten oder kann ich ihnen weiterhelfen?;advance
sonst können sie mir mal die kontonummer angeben frau kurz.;advance
könnten sie schnell nachschauen ob etwas reingekommen ist aufs konto heute?;advance
wer ist noch unterschriftenberechtigt?;advance
haben sie mal die kundennummer für mich?;advance
ja, ich hätte gern mal zur eigenheimfinanzierung eine frage;advance
ich hätte gern eine auskunft über einen bankkredit wir wollen in unserem alter noch bauen;advance
"wir müssen aber einen teil kredit aufnehmen; was sind denn die günstigten banken?";advance
"grundsätzlich müssten wir alles ja nur immer mit einem anwalt besprechen,
aber ich ja will sie jetzt nicht über alles in unkenntnis lassen.";advance
"ich habe ihnen aufgeschrieben, was wir alles brauchen von ihnen.
Geburtsurkunde, pAsskopie und so weiter.";advance
"sie können mir die unterlagen so wie sie sie haben einfach mal geben, den ganzen
Stapel ich schau mir mal.";advance
ja. Ich schau mir mal das wesentliche mal vorweg an.;advance
"ich würde sAgen, dieses
antragsformulAr, das lassen wir jetzt erst mal außen vor";advance
gut wunderbar, sehe ich schon, das dürfen sie für sich behalten.;advance
ich beglaubige dann die kopie.;advance
die originale dürfen sie gleich behalten, das glaube ich ihnen.;advance
sind sie kontingentflüchtling?;advance
ja da müssen wir jetzt in ihrem fall anfragen;advance
und zum datenabgleich hätte ich gern das telefonische kennwort;advance
unterschriften bitte erst bei mir, sie rufen mich An, wenn sie alles beinAnder haben. dann geht’s los.;advance
 haben sie sInd aus der ehe kInder hervorgegangen?;advance
dann sagen sie mir doch erst mal ihren geburtstag.;advance
ja dann hat der Kollege das falsch EINgetragen wo soll ich das jetzt ändern?;advance
danke auch für ihre mitwirkung. ich glaub, wir müssen hier noch was unterschreiben.;advance
wollen sie einen brief abgeben?;advance
Soll der eingebürgert werden?;advance
"die pAss Ist bei jetzt beim mit dem EinladungsformulA  bei
 deutsche konsulat in Ankara";advance
da würd ich sagen (da) gehen sie also X-kreis oder sie können auch zum amt für wIrtschaftsföderung zum magistrat gehen;advance
ich würde mal so vom fEEling her sagen,  dass es da sicherlich um zehn, fünfzehn prozent handeln würde;advance
aber auf jeden fall haben sie da ein recht dafür, weil der reiseverlauf nicht eingehalten wurde;advance
das können sie unbedingt tun. also ich würde mich an die karuda indonesia dIrekt wenden;advance
wo ist denn die pflegebedürftige mitglied?;advance
dann wäre es sehr wichtig, dass sie sich eine zehnjährige zinsfestschreibung sichern;advance
ja. oder sie können aber auch mal  ein vergleichsangebot zumindest der bayrischen vereinsbank einholen ne;advance
haben Sie  diese Broschüre bekommen?;advance
wie gesagt können sie auch bei unserem verein mal in eine beratung kommen, wo wir dann  auch literatur haben;advance
haben sie schon eine Zusage ihrer Bank?;advance
"wir vereinbaren einfach mal einen termin  sie sagen mir welches angebot ihnen eher passt und ob ich vielleicht noch mal neu was berechnen soll
";advance
Berater: ich habe es nur bei ihnen so begründet, sie haben ja bisher mItgewirkt bei der pAssbeschaffung.;advance
sind sie zum studium hier?;advance
wunderbar, okay, weil ab dem 23. Geburtstag brauchen wir EInkommen;advance
jetzt wollt ich mich mal erkundigen wie das ist ob Ihr obwohl sie im pflegeheim ist, auch irgendwelche leistungen aus der pflegeversicherung zustehen;advance
wird pflegegeld auf arbeitslosenhIlfe angerechnet?;advance
jetzt kann ich natürlich schlecht am telefOn zu ihnen sagen, sagen sie dem arbeitsamt nichts;advance
kann mein vater pflegegeld beantragen?;advance
dann wäre es sehr wichtig,dass sie sich eine zehnjährige zinsfestschreibung sichern;advance
was halten sie von der bank?;advance
sie müssen jetzt halt am bAll bleiben, also das ist bis drEißigsten nEunten? dann brauch ich ein ergEbnis.;advance
ja, kriegen sie sofOrt den pass;advance
"Berater: also sie müssen Immer DRANbleiben,
bIs sie dem anwalt auf die NERVEN gehen dass er ihnen das schIckt;";advance
sie brauchen ja auch wieder geld für den Anwalt und für den pAss.;advance
das ist jetzt mIt arbeitsberEchtigung, sie können Alles arbeiten.;advance
"sie könnten noch `n andern job Auch noch nebenbei machen, Oder sie können sich
evEntuell sElbständich machen";advance
so, haben sie die dUldung Auch dabei?;advance
"also am bEsten ist Es für sie, wenn sie mir halt so bAld wie möglich den äthiopischen
pAss bringen;";advance
Berater: und warum hat er dann nicht gleich eine neue bestellung AUsgelöst?;advance
Unabhängig von der gÜltichkeit der aufenthaltserlAubnis würde Ich persÖnlich dann- so schnEll wie möglich diesen Unbefristeten tittl beAntragen.;advance
ja, ich wEiß schon. also jetzt vOrrangig ist das, die sAche jetzt erstmal zu rEgeln mit dem pAss.;advance
sie können mir den nochmal geben, dann mach ich ihnen eine kopie?;advance
"sie legen ihm die kopie vor, sagen sie schAun sie hEr, ich habe jetzt nach dem
blEiberechtsbeschluss die Aufenthaltserlaubnis";advance
"okay, sollten sie das nicht zu hause haben rufen sie bitte An und lesen ihre
sozialversicherungsnummer vor";advance
okay.  wo soll ich anrufen?;advance
"und wenn er problEme macht oder so, sAgen sie, der herr diehl hat das mit der frau
trEpleff besprOchen,";advance
adrEsse brauch ich nicht hier?;advance
herr mEIer ich kAnn ihnen das nicht sAgen wie Oft das nOtwendig ist, ich kann ihnen das jetzt Anbieten dass wir das (mit) dUrchführen;advance
dann mElden sie sich zum Ersten sIebten an die neue adrEsse;advance
"Sie nehmen ihren antrag noch mal mit, ich behandle den als
nicht gestellt. diese ganzen unterschriftsbeglaubigungen, die lassen sie dabei.";advance
"es ist ja auch so, wenn; sElbst wenn- wenn die äthiOpische bOtschaft- die lässt sich vonvon
mEin gesprächen nicht beEindrucken; wenn- weil dIe haben ihr Eigenes hohheitsgebiet";advance
"also jetzt nicht, nicht lAufen lassen und dann dEnken, ja der mAcht das schon, sondern
mindestens jede woche Einmal anrufen";advance
sAgen sie, sie brAuchen das drIngend, dann mAchen sie;advance
"weil nur mit dIesem kriegen sie dann den pAss; und den pAss brauche Ich wieder.";advance
haben sie jetzt schon eine erwErbstädichkeit Aufgenommen oder ihr mann?;advance
Ich darf das gar nicht, das darf nur ein standesbeamter das ist also wieder was anderes;advance
was haben Sie für einen Abschluss?;advance
haben sie jetzt Auch eine Arbeit?;advance
warum Ist das jetzt wEggefallen zum ersten vIerten sIeben?;advance
wIe lAnge sind sie schon in dEutschland?;advance
hAtte ihr mann paragraf vIer oder paragraf sIeben damals?;advance
"dann gebe ich ihnen mal einen Antrag mit, für eine nIederlassungserlaubnis?
 
";advance
"ein pAssfoto benötigen wir nicht mehr, 
da haben wir Eins,
 ";advance
sie mÜssten mir nUr dIese lEtzte lOhnmitteilung ihres mAnnes mitbringen, und dann noch mal das mitbringen;advance
hat sich ihr name geändert?;advance
sie müssten aber bitte zum herrn rAum rüber;advance
"mein name ist Ilona rIsa,
ich brauche formulAre für Einbürgerungen";advance
HIEr steht  dEUtschtest. muss ich den Auch machen?;advance
ja, ich wollte meine, pAss abholen;advance
herr mEIer ich kann ihnen das nur sAgen so wie bei Uns die mÖglichkeiten sind;advance
ich kAnn hier an der stelle nur bitten ich kann sie nicht zurückrufen;advance
und immer mit erlAubnis oder hatten sie vorher was Anderes?;advance
von den kIndern haben sie Auch welche gemacht?;advance
ich würde sie bitten nochmal mit ihrem berater zu sprechen.;advance
haben sie diesen zEttel mitbekommen? hier diese mUster?;advance
es tut mir wIrklich sehr leid aber so Ist nun mal der wErdegang bei Uns;advance
man muss immer gucken welche besondere qualifikation für die tätigkeit notwendig ist;advance
sie können sich natürlich auch selber referenznummern also bewerber raussuchen.;advance
haben sie irgendwie einen ansprechpartner wie geschäftsführung oder sonst irgendwas?;advance
frau Adek, nennen Sie mir bitte fÜnf Bundesländer mit den dazugehörigen Hauptstädten.;advance
also jetzt noch mal eine frage wo bauen sie oder wollen sie bauen?;advance
wissen sie wissen sie auch was über die dOrferneuerungprogramme wie das läuft?;advance
nein. tut mir leid das kann ich ihn nicht beantworten, das machen die zuständigen planungsämter.;advance
nAme vOrname bitte ergÄnzen, und das ganze auf der rÜckseide unterschrEIben;advance
Es geht nicht dArum, ob sie diese organisationen kEnnen, sondern  ob sie die  unterstÜtzen;advance
"es sind ZWEI antragsverfahren. ich muss ihnen zwei ausweise ausfüllen,
damit sie auch wissen, dass Sie deutsche sind.";advance
und wEr ist da irgendwie Ansprechpartner da gibt es keine namen hinterlegt;advance
ihrn pAss haben Sie, herr abAje? wIr müssen jetzt wArten, bis die Akte da ist.;advance
ich habe den jetzt mal angerufen, und der hat mir gesagt er hat so viel zu tun;advance
"und da hat die kollegin von ihnen frau ebert angerufen, die wollte von mir, dass ich
diplomzeugnis vorbeibringe?";advance
dann hol ich mir mal ihre akte;advance
so, das original würd ich gern behalten?;advance
den pAss bringen können sie auch, ja.;advance
 die finanzierung und was haben sie da?;advance
"das können sie noch behalten. da kommen, dEn tach kommen sie und holen ab
wenn alles in ordnung ist. wenn nicht müssen sie noch mal kommen";advance
Also hat ihr vAter bei der botschaft eine verpflichtungserklärung abgegeben?;advance
wenn’s nicht funktioniert, müssten_se halt doch zum fotografen gehen;advance
sie haben von mir eine bestÄtigung bekommen;advance
"sich in südstadt aufhalten können, haben sie diese bestätigung, und Ich habe den pAss.
";advance
 und auf dIeser bestätigung steht der Abholtermin drauf;advance
haben sie schon die verlängerung beAntragt oder ist das heut jetzt die?;advance
Also, das dürfen sie mal noch behAldn?;advance
A:lso, den antrag haben wir? dann fehlt, sind sie schon immatrikuliert? oder machen sie noch deutschkurs?;advance
haben sie eine bescheinigung dabei?;advance
also wOhlgemerkt, der termin muss nicht unbedingt heut schon gemacht werden können,;advance
"und da hat die kollegin von ihnen frau ebert angerufen, die wollte von mir, dass ich
diplomzeugnis vorbeibringe?";advance
haben sie eine tElefonnummer aufgeschrieben?;advance
sie rufen an, meine telefonnummer haben sie ja.;advance
sie sind ja immatrikuliert, frau mau.;advance
wie siehts denn mit`m biometrischen foto aus? haben sie uns das letzte mal schon eins gegeben?;advance
der pass bleibt jetzt zwei wochen bei uns;advance
"da mÜsstn sie bitte noch Eintragen? die gesAmtdauer das aufenthaldes? wie ihr unterhalt
hier in deutschland? Ähm, wie bestrEiten sie ihren lEbensunterhalt?";advance
dann wie siehts mit einem  biometrischen foto aus?;advance
Und wohnen Sie schon immer in Hamburg oder haben Sie woanders schon vorher gelebt in Deutschland?;advance
darf ich sie bitten, zum fotogrAfen zu gehen,;advance
ich glaub die kollegin möchte noch, dass sie das unterschreiben?;advance
da brauch sie glaub ich ihren nAmen und ihre Unterschrift;advance
muss sie noch mal rein, frau X? oder ist sie fertig?;advance
A:lso,  dann bekomm ich drEIßich euro von ihnen bitte, frau sIm;advance
für die beArbeitung, benödigen wir jetzt zwei wochen;advance
 ich schau grad nAch wegen der krAnkenkasse von ihrem kind;advance
ich muss im jUni nach amErika fliegen;advance
"jA, also sie haben ja der frau ebert am fünfundzwanzigsten aprIl das sparbuch
vOrgelegt,";advance
weil sie ja das so beantragt haben. und jetzt wollen sie es geändert haben?;advance
ich muss eine termin mit dem konsulat noch machen;advance
wAnn können sie mir den pass dalassen, damit ich die sache bearbeiten kann;advance
und dann können sie wieder kOmmen und mir den pass brIngen?;advance
sie bekommen von mit den AUsweis. mIt ertEilter Aufenthaltserlaubnis,;advance
"nEIn, sie bekommen von mir den pass mit der erteilten auf- Aufenthaltserlaubnis,
jEtzt, hIer und hEUte, sofOrt, die ist fErtig";advance
möchten sie jetzt den pass haben?;advance
und sind seit wann wieder hier?;advance
wie viel soll ich für das visum  bezAhlen?;advance
ich möchte mein pAss abholen;advance
sie wollen die Aufenthaltserlaubis verlängern?;advance
wenn diese pass ist schon fUll, was passiert?;advance
Wie lange waren sie inskribiert an der TU?;advance
okay  pass habe ich noch nicht vielleicht ist es gescheiter wenn ich jetzt das zurückziehe;advance
"und sollten sie irgendwo einen abweisungsbescheid brauchen dann stellen sie halt den antrag dann noch einmal
";advance
und was machen sie dort  für ein studium?;advance
also sie haben im wintersemester sechzehn an der te u begonnen und da wurdn ihnen zwei semester aus syrien anerkannt;advance
ja wird ihnen auch was anerkannt;advance
ja das aber das problem ist auf der ef ha  jedes semester wird was anerkannt nicht einfach alles auf einmal;advance
dann sind sie haben sie chancen dass sie studienbeihilfe für mobilitätstipendium bekommen;advance
sie müssen uns jedes semester eine inskriptionsbestätigung schicken“;advance
sie können dazuschreiben ‚- Syrien‘ dann kennt sich die Kollegin aus;advance
sie dürfen maximal im Kalenderjahr zehntausend Euro dazuverdienen;advance
sie müssen uns bitte auch vorlegen den Pass und die Asylbescheinigung;advance
ich nutze meine kapazität für die arbeitgeber die mir etwas  bringen oder die gut mit mir zusammenarbeiten heißt nicht unbedingt dass die einstellungen gut sein müssen.;advance
sie hat versucht mir zu erklären wie die firmenstruktur funktioniert;advance
"hast du da schon mal einen außendienst gemacht?
";advance
"machst du dann auch erst im januar den außendienst?
";advance
da frag ich mich dann auch der brauch mich ja dann nicht warumwarum soll ich da meine  zeit investiern wenn er mir weder punkte bringt noch sonst irgendwas ne;advance
okay aber sonst macht das ihr kollege ne normalerweise oder grundsätzlich oder machen sie das auch;advance
es wird keine obergrenze zu der anzahl der gebuchten vermittlungsvorschläge festgelegt ;advance
wir sind alle bevollmächtigt das zu tun;advance
aber wichtig einstellungen werden unverzüglich nach vertragsunterzeichnung mitgeteilt;advance
"zusätzliche vermittlungsvorschläge werden nur auf anforderung nachgebucht also wenn sie_n suchlauf haben möchten nehmen sie kontakt zu mir auf am besten über die jobbörse
";advance
also meinen sie wir sollten noch n bißchen warten?;advance
warum soll man nicht einen schulpsychologen mal befragen?;advance
wie sieht das aus mit fördermitteln auch zu einem kAUf das hauses, ist das überhaupt möglich, oder muss man da sich jetzt nUr bei einer bank den kredit jetzt suchen oder wie verhält sich das;advance
ja, würden sie mir bitte noch ihr alter und ihre derzeitige tätigkeit sagen;advance
und darüber müsste man gucken wiewiel kann man da an kreditmitteln eventuell von bezahlen?;advance
ich habe eine frage zur eigenheimfinanzierung.;advance
das kann ich so nicht sagen,da müssen sie erst mit ihrem einkommen mal komm;advance
da müsste ich sehn was jeder verdient und ob das so oder so günstiger wäre.;advance
alles klar.zu welchem problem haben sie eine frage?;advance
wir haben hier ne nebenstelle das ist jetzt alles in Y-stadt, aber wir haben glaub ich eine nebenstelle in x-stadt unten.;advance
also jetzt noch mal eine frage bauen sie oder wollen sie bauen?;advance
und man kann mit den vermögenswirksamen leistungen eben auch den vertrag wenn er zuteilungsreif ist später tilgen.;advance
ja. das ist ja ganz günstig. ne, weil das können sie dann da weiterlaufen lassen,  und  von der finanzierungsfOrm würd ich für sie also empfehlen, sie könnten auch zu einer volksbank gehen, sag ich mal weil schwäbisch hall (ja) mit denen zu tun hat;advance
"dann habe ich noch eine frage  ob das andere in ordnung ist; sonst muss ich da noch was verlangen.";advance
wie hoch ist der bausparvertrach den sie haben?;advance
und hier würde ich ihnen empfehlen diesen  vertrag dann in die finanzierung mit einzunehmen;advance
ja. dann haben sie also anspruch sagen wir wenns hundert quadratmeter wÄren, könnten sie fünfzigtausend mark ka ef we kredit bekommen?;advance
wieviel  quadratmeter wohnfläche haben sie?;advance
sie haben  einen kreditanspruch in höhe von  bis zu ünfhundert mark pro quadratmeter wohnfläche;advance
und wie lange dauert das zum Beispiel mit der Rückerstattung?;advance
dann muß ich also zuerst einen Antrag  bei ihnen stellen?;advance
aber sie bekomm ja auf auf die ganzen jAhre dann  dieses zinsverbilligte darlehen;advance
wollten sie das finanzieren, oder in bar bezahlen?;advance
ja sie müssten dann dachgeschoß ausbauen oder anbauen;advance
ja sie können bis zu fünf jahre tilgungsaussetzung wählen, ist aber nicht sinnvoll.;advance
haben sie einen termin?;advance
würden sie mal einen moment platz nehmen da wird noch gesprochen;advance
dürfen wir ihren ausweis noch haben bitte;advance
wenn sie wollen können sie auch vor dieser vernehmung einen rechtsanwalt befragen oder auch über ihren rechtsanwalt dann die angaben machen es liegt also bei ihnen was sie machen wollen;advance
"guten mOrgen, mein name ist Ilona rIsa,
ich brauche formulAre für Einbürgerungen";advance
jawohl können sie den neuen pass Ende nächster woche wieder abholen;advance
Gut herr elisai, dann hätten wir alles;advance
 ja. sie haben ja auch einen Antrag auf einen Staatsangehörigkeitsausweis.;advance
" Herr asari, wie lange sind sie schon selbständig?
 ";advance
okay,  dann kommen wir zum krankenversicherungsnachweis.;advance
darum habe ich drum gebeten, dass sie das alles in Kopie mitbringen;advance
dann kommt das gesundheitsbescheid, das habe ich noch nicht unterschrieben.;advance
zur vOrbereitung waren Sie  bei mIr oder  sie beim kollEgen?;advance
und  wann haben sie die philippinen das erste mal verlassen ?;advance
Wo haben sie in deutschland gelebt seit ihrer einreise von den philippinen?;advance
gibt es da auch verschiedene volksgruppen bei ihnen auf den philippinen?;advance
Wissen sie auch die Hauptstadt von Unterbergen?;advance
"und insbesondere  müßte auch die Frage geklärt werden  welcher Betrag entfällt auf Miete und welcher auf Heizöl
";advance
habe ich mich da irgendwie vertraglich gebunden  daß ich das zahlen muß  jeden Monat;advance
dann bekommt sie von uns also  das zurückerstattet ,was uns an Kosten entstanden wäre wenn sie auf Krankenschein zum Arzt gegangen wäre ;advance
ich gebe ihnen mal die nummer, das ist die neun neun fünf acht, vier acht, und die eins null.;advance
hat noch jemand vollmacht bei ihnen auf dem konto?;advance
